Non-Sarcastic	اللّٰہ جلا جلالہ
Non-Sarcastic	یہ فوکس،پڑھائی،فیوچر،لگن اور کیرئیر کی باتیں میاں مسئلہ یہ ہے تم نے ابھی اُس کو دیکھا نہیں ہے
Non-Sarcastic	لوجی فیر نانی وی تے بدنامی وی تے پٹواریوںکیمادرملت وی
Non-Sarcastic	اگر کسی کو چاہو تو اس طرح چاہو وہ زندہ تو رہے مگر صرف تمہارے لئے محفلسخن
Sarcastic	بلاول کوئٹہ جلسےمیں شرکت نہیں کریگا کیونکہ اس نےساری سبزیاں کراچی میں ہی بیچ دی ہیں 😂
Sarcastic	فوج سے بھی بھاگا ہوا ہی لگتا ہے مجھے 😊😊😆
Sarcastic	اس عمر میں صفدر تنظیم سازی نہیں کر سکتا- 😄
Sarcastic	کرنانی پہلے پتہ کر لیا کرو خبر صحیح ہے کہ پٹواریوں کی طرح جعلی 😹😹😹
Non-Sarcastic	جان جائے پر آن نہ جائے  سندھ سمیت پورے ملک کے پولیس افسران بد دل ھوئے ہیں۔ پولیس افسران و اہلکاروں نے ملک کیلئے قربان…
Non-Sarcastic	مجھے موسم سے کیا لینا نومبر ہو دسمبر ہو میرے سب رنگ تم سے ہیں بہاروں کے خزاؤں کے
Non-Sarcastic	زندگی بہتے دریا کے جیسی ہے۔ یہ دریا بہتا رہے تو شفاف اور اگر رُک جائے تو گندلا سا ہو جاتا ہے۔  اردوزبان
Non-Sarcastic	نہیں لے سکتا لکھوا رکھا ہے قریب مت آئیں آگے خطرناک کرنٹ ہے
Sarcastic	پٹواریوں_کی_مادرملت بندہ کھوتوں سے پوچھے کیا یہ آپکی مادر ملت ہے 😂
Sarcastic	جدوں وی تصویر لاندا ڈی ایم کڑیاں نال بھر جاندا 😂😂
Sarcastic	بڑا انکشاف کیٹن صفدر نے نانی والے کمرے میں سونے کی خواہش کی نانی نے پولیس بلاکر اس کو گرفتارکروادیا😂🙄😁
Sarcastic	پٹواریوں_کی_مادرملت جیداں آمب نوں سوکڑا پیا ہوندا اے😂
Non-Sarcastic	میں نے نہیں کرنا
Non-Sarcastic	اللَّهِ کریم انہیں کروٹ کروٹ جنت الفردوس میں اعلیٰ مقام عطا فرمائے آمین ثم آمین یا رب العالمین
Non-Sarcastic	وہ ایک آئیفل ٹاور کے جیسی اور میں نیچے ہجوم میں کھڑا ایک آم سا لڑکا
Non-Sarcastic	جب وڈیو کسی کے پاس ہوں تو کیا کیا کرنا پڑتا ہے یہ تم کیا جانو
Sarcastic	گیارہ جماعتوں سے اکیلے انصافین مقابلہ کر رہے ہیں اس سے ثابت ہوا کہ کپتان کے کھلاڑی اپنے لیڈر کی طرح ہار ماننے والے نہیں ڈٹ کے کھڑے ہیں 💪 پٹواریوں_کی_مادرملت
Sarcastic	وہ وقت آگیا ھے جب ووٹ چور نااہل اور سلیکٹڈ حکمرانوں کو عوامی قہر کا سامنا کرنا پڑے گا ✊✊ مریم نواز کی للکار
Sarcastic	ایسا تو ہوتا ہے ایسے کاموں میں جب عمران کا دور حکومت ہو تو بزدار چرس پی کر ہرواز ہی کرے گا 😂😝😂 بزدارکی_پرواز_بلاول_بیکار
Sarcastic	آٸی جی سندھ مشتاق مہر و ایڈیشنل IGسندھ عمران یعقوب منہاس غیر معینہ مدت کیلٸے یہ کہ کر چھٹی پر چلے گٸے کہ اب سندھ کے انتظامی معاملات رینجرز کے حوالے کردو اور پولیس آفیسرز کے اختیارات DG رینجر و کور کمانڈر کراچی کے حوالے کردو نیازی کی غیر سیاسی پولیس😂
Non-Sarcastic	اس کے جیجا جی کو پولیس نے جو پکڑ لیا
Non-Sarcastic	اگر ڈی این اے کے بغیر حرامی دیکھنا ہیں تو پاک فوج کیخلاف بولنے والوں کو دیکھ لیں کوئی شک ؟ پٹواریوںکیمادرملت
Non-Sarcastic	اچھا ہم کہاں سے غریب ہوگئے، اللہ کا شکر ہے بھائی مجھے ہول سیل میں ٹیگیاں مارنے کا شوق نہیں
Non-Sarcastic	ویل ڈن سندھ پولیس
Sarcastic	سیتا وائٹ قصور وار ن لیگ جمائما خان قصور وار ن لیگ عائشہ گلالائی قصور وار ن لیگ ریحام خان قصور وار ن لیگ شاباش ایسے ہی ڈیفینڈ کرتے رہیں امیوں کو 😂
Sarcastic	آلو200روپےدرجن😅 انڈے200کلو☺ کدو 200 روپے فٹ چینی 100 روپےمربع فٹ😄 سونا1لاکھ روپےکلومیڑ😉 سائنسدان کا نام بتائیں؟ 😂
Sarcastic	پٹواریوں_کی_مادرملت جیسے بنا سوار کے سواری 😜
Sarcastic	پیپلز پارٹی کے جھنڈوں پر نانی اور فرار شریف کی تصویروں سے ثابت ہوگیا نون لیگ نے پیپلز پارٹی میں شمولیت اختیار کرلی 🤑انقلاب گمشدہ 😜
Non-Sarcastic	جنرل کیانی کے ماتحت  پیزے  بناتے رہے جبکہ بقول ہارون رشید بوجہ کم تنخواہ وہ آدھی روٹی پر گزارہ کرتے رہے۔ بڑے بدلحاظ ماتحت تھے
Non-Sarcastic	ٹویٹ ڈیلیٹ کر تے ایدی تھاں اک زندگی توں بھرپور ٹویٹ کر چل منٹ مار شاوا
Non-Sarcastic	کل سے
Non-Sarcastic	جینا ہے تو مبشر زیدی جیسے ورنہ جی تو علی زیدی بھی رہا ہے
Sarcastic	پہلے دونوں پارٹیوں نے مل کر مولانا کو دھکا دیا تھا ابھی پی پی نے ان دونوں کو دھکا دے دیا 😂
Sarcastic	ایک کروڑ نوکریاں 50 لاکھ گھر نہ ملنے پر عوام ناراض مت ہوں کیونکہ ایک ماہ بعد وزیر اعظم خود بے روزگار ہونے والے ہیں۔ 😂…
Sarcastic	اگر کیپٹن صفدر کے نعروں سے قائد اعظم اٹھ جاتے اور ہم سےپوچھتے '' بتاو کہاں ہے نیا پاکستان تو ہم کیا جواب دیتے '' علی زیدی بیان ریکارڈ کراتے ہوے رو پڑ ے 😭😭😭😭
Sarcastic	مریم صفدر کو degrade کرنے کی کوشش، اسکی اتنی ہمت سالے کو یہ نہیں پتہ تھا کہ وہ تو پہلے ہی بہت ہو چکی ہے مزید کیا کرے گا 😀
Non-Sarcastic	تربت سےچیخ نکلى شہِ مشرقینؐ کى دیوار و در کےبیچ تھى مادر حسینؑ کى فخرؔ عباس رضوى
Non-Sarcastic	شکریہ
Non-Sarcastic	جی بالکل یہی دونوں پکچر لگائی تھیں
Non-Sarcastic	کمال ہے ۔۔۔۔۔مولوی دی پاور
Sarcastic	*16 سندھ پولیس افسران کا چھٹی پر جانے کا فیصلہ* جبری چھٹی ہے لگتا😂
Sarcastic	اپوزيشن والے کروڑوں لگا کر جلسہ کرتے ہیں انصافی گھر بیٹھے سو کا پیکچ لگوا کر جلسے کی ایسی کی تیسی کر دیتے ہیں 🙈😜😂 بزدارکی_پرواز_بلاول_بیکار
Sarcastic	جھونکی۔پھرجب صحافت پرنٹنگ سےڈجٹل پر شفٹ ہوئی توچینلز کوایک بارپھر اشتہارات کی رشوت دےکر ان پالتوصحافیوں کو لاکھوں کی تنخواہ دلوا کرچینلزمیں پرائم ٹائم دلوایا۔جس پالتوصحافی نےذیادہ چاپلوسی دکھائی ان کو پیمرا۔PCB۔PTV۔جیسےاداروں میں چئرمین بنایااورکچھ کومشیری سےنوازا۔الغرض جس کی👇
Sarcastic	حفیظ سنٹر پہلے سے بہتر حالات میں آسکتا ہے۔میں ان لوگو کی بات کررہا ہوں۔جن کی دکانیں وہاں تھی اور جو تکذیب کررہے تھے۔ان سے جاکر پوچھے کہ ان کا کیا حال ہے۔آپ ہوا میں چھوڑ رہے ہیں 🤦🏿‍♂️
Non-Sarcastic	ایسا خاموشی کا عالم ہو گیا؛ ہمارے جانے کے بعد ہو کر اداس پرندے بھی تیرا شہر چھوڑ جائیں گے  اردوزبان
Non-Sarcastic	ایک دوست غصے میں محبوبہ کا کانٹیکٹ ، چیٹ اور سارا ڈیٹا ڈیلیٹ کر چکا ہے اب ریکوری کے لئے منتیں کر رہا
Non-Sarcastic	ایک اور ماسک لگا لو بہن
Non-Sarcastic	ایک سوال میرا  ایک سوال آپ کا  پہلے آپ پوچھو  Lets sta guys
Sarcastic	ایک معروف اینکر کہیں اب یہ دعویٰ نہ کر دے کہ وزیر اعلیٰ سندھ کو رینجرز نے اغوا کر کے پریس کانفرنس کروائی ہے 😊 کوئی_مرادعلی_شاہ_سےپوچھے
Sarcastic	بات یہ ھے اگر نعرے سے قاٸد اعظم اٹھ کر بتا دیتے کے میری گڈی کا پیٹرول کس نے نکالا تھا تو بات بگڑ جاتی 😂 Pakistan
Sarcastic	کلثوم نواز میری ماں مریم نواز میری بہن سیتا وہائٹ یوتھیوں کی ماں جمائما یوتھیوں کی ماں پنکی پیرنی یوتھیوں کی ماں ٹیرئین وہائٹ یوتھیوں کی بہن۔ اینج ای اے نا؟ ٹھیک ہو گیا وئی 😆😜😜😅😅
Sarcastic	فیصل بھائی اسی کو کہتے ہیں مطلب کیلئے “ کھوتے ” کو باپ بنا لینا۔ ویسے دلا ہاراں والا کونسا کوئی مذہبی سکالر تھا اس کی نسل نے کونسا انسائیکلوپیڈیا لکھنا تھا 😅
Non-Sarcastic	کیوں کھل گئے لوگوں پہ میری ذات کے اسرار اے کاش کہ ہوتی میری گہرائی ذرا اور  اردوزبان
Non-Sarcastic	واہ
Non-Sarcastic	میرے آقا صلی اللّٰہ علیہ وسلم  پر میری جان قربان
Non-Sarcastic	ڈر جاؤ گی پاگل
Sarcastic	😃😃😃 بات ویسے شرمندگی کی ہے کہ پورے ملک میں مذاق سا بن کر رہ گیا ہے ایمانداری پر کام کرنے والوں کے لیے
Sarcastic	اچھا آپ یہ کہنا چاہ رہی ہیں کہ نیازی نے یہاں بھی منہ مارا ہے تبھی اس سے پاپا کی تکلیف دیکھی نہیں جاتی 😂😂
Sarcastic	لگتا ہے جیسے ڈیزل کا سوفٹویئر بھی اپڈیٹ ہوا ہے۔۔😜😂😂
Sarcastic	بلاول سائیں ہاتھ کر گئے ہو مریم بی بی سے۔😎 چلو اچھا ہی ہوا وہ بھی اکتائی ہوئی تھی۔
Non-Sarcastic	وہاں کیا کرنا ہے بھائی
Non-Sarcastic	پاو گے ہم سے بچھڑ کر بھی ہم کو آس پاس ہر شے پہ زندگی کی جھلک چھوڑ جائیں گے  اردوزبان
Non-Sarcastic	حسن لہ زوال شتہ مینہ نہ لری زوال
Non-Sarcastic	فالو بیک  نمازراہنجاتہے خاموش لوگ خاموش پانیوں کی طرح گہرے ہوتے ہیں، جس میں اُترنا اور انہیں دریافت کرنا ایک کٹھن مرحلہ ہوتا ہے۔ وہ آسانی سے دوسروں پر آشکار نہیں ہوتے بلکہ اپنی ذات کو کسی راز کی طرح سنبھالے رکھتے ہیں۔ مارخورز
Sarcastic	اصل سوال یہ بنتا ہے کون سا صحافی ویڈیو دار ہے اور کون سا تنخواہ دار؟ 😂 😂
Sarcastic	میں اگر گرفتار کر لیا گیا تو میری بھینسوں کا وارث صرف اور صرف خواجہ آصف ہو گا😜 شوباز کی آخری وصیت 🤕😜
Sarcastic	شائد پیپلز پارٹی میں کوئی ایسا بزرگ باقی نہیں رہا جو 45,50 سال پہلے بھی پارٹی میں موجود تھا ورنہ وہ بلاول کو بتاتا کہ آئی ایس آئی میں `` پولیٹیکل ونگ '' بھی جناب ذوالفقار علی بھٹو شہید نے قائم کیا تھا تاکہ `` ملک دشمن '' سیاستدانوں کی ہر حرکت پر نظر رکھی جا سکے 😂
Sarcastic	😂😂😂😂 یعنی اگر انسان کے بچے بن کر ڈی ایم رہیں تو پھر بلاک بھی نہ ہوں
Non-Sarcastic	تم کسی شخص کی اندر کی حقیقت کو کبھی نہیں جان سکتے تم کو کیا پتا یہ مسکرانے والے خدا کے روبرو کتنا روتے ہیں  صرفتم
Non-Sarcastic	سند پولیس آپکو پورا پاکستان کا سلام  WeStandWithSindhPolice
Non-Sarcastic	حکومت ختم ہو چکی ہے اب صرف ہٹ دھرمی باقی ہے۔  عمار مسعود
Non-Sarcastic	میں نهی بتاونگا
Sarcastic	میر صاحب آپ کا بس نہیں چلتا نہیں تو آپ یہ بھی کہ دیں کہ وزیر اعلیٰ سندھ کو اغواء کرکے پریس کانفرنس کروای گئ 😁
Sarcastic	بظاھرریٹائیرڈکیپٹن صفدراعوان درپردہ فوج کابندہ ھےPDMتوڑنےکیلئےمزارِقائدکی توھین والی چال چلی😉Very well do…
Sarcastic	محترم وزیر اعظم نے فرمایا کہ وہ آج سے نئے عمران خان ہیں۔ لہذا آج سے انہیں نیو خان لکھا اور پکارا جائے۔ 😂😂😂😂😂
Sarcastic	تھوڑے زیادہ کرلو ھن مہنگائی زیادہ ھو گئی 😅
Non-Sarcastic	لوگوں کو بیوقوف بنانا بہت آسان ہے۔۔لیکن قائل کرنا کہ انہیں بیوقوف بنایا جا رہا ہے بہت مشکل ہے۔ F B SAD
Non-Sarcastic	محمد مصطفیٰ صلی اللّٰہ علیہ وسلم
Non-Sarcastic	سفر چاہے کسی انسان سے محبت کا ہو یا خدا کی طرف ہجرت کا  مسافر وہی قبول ہوتا ہے جو ایک در کا ہو
Non-Sarcastic	میرے قائد کی کہی ہر ایک بات پتھر کی لکیر ثابت ہوئی آج لو یو قائد محترم محمد نوازشریف
Sarcastic	22 کروڑ میں سے میرا نام پہلے سے نکالو میں نے میاں چور کےلیے جیل نہیں جانا😅
Sarcastic	یا زیادتی ہے یار۔ ۔۔۔۔ کتے کے ساتھ۔ ۔۔۔😂😂😂😂
Sarcastic	میر صاحب آپ کی جب 80 فیصد خبریں غلط ثابت ہوتی ییں تب گندی نالی میں ڈوب مرنے کو دل چاہتا تو گا؟ نواز شریف باہر نہیں جائے گا۔۔یہ 90 والا نواز نہیں ہے 😂😂😂
Sarcastic	کھسیانی بلی کھمبا نوجے 😂😂😂😂
Non-Sarcastic	ھوٹل کی ھر راھداری کوریڈور میں کیمرے لگے ھیں کہاں ھے سی ٹی فوٹیج؟؟ اور آئی جی کے افس گھر سب جگہ کیمرے اور سیکیورٹی ھے تو ان کے اغوا کی سی ٹی فوٹیج کہاں ھے ۔۔نانی نے جو گیم کی ھے خود کو خوار کرواکے رھے گی سب جھوٹ پکڑے جانے ہیں ۔
Non-Sarcastic	ھمممم سپیشل۔۔قریب لوگ
Non-Sarcastic	دیکھیں فراز آپ محنت کریں ٹیگیاں نہ مارا کریں،
Non-Sarcastic	اوئے کھوتیوں پیپلز پارٹی بہت نفیس کھیل رہی ہے آنکھیں کھولو گدھوں ایک پیج ایک پیج کرتے پیج پھڑیا نہ لینا  پیپلز پارٹی۔ گڈ شارٹ
Sarcastic	بارش اتا ہے تو پانی اتا ہے ❌ انڈے 200 روپے کلو الو 100 روپے درجن 💁‍♂️😂
Sarcastic	آلو200روپےدرجن😅 انڈے200کلو☺ آٹا600روپےلیٹر😁 چینی 100 روپےمربع فٹ😄 سونا1لاکھ روپے کلومیڑ😉 سائنسدان کا نام بتائیں؟ 😂 بزدارکی_پرواز_بلاول_بیکار
Sarcastic	اگر ایک درجن انڈوں کا وزن کیا جائے تو وہ ایک کلو ہی بنتے ہیں اور ایک کلو آلو میں 12الو ہی ہوتے ہیں تو وہ ایک درجن ہی ہو گئے نہ اپوزیشن کی وضاحت 😐 PDM
Sarcastic	آج میں نے دس منٹ میں سات کلومیٹر دوڑ لگائی۔۔😁😂😘🤣 پتہ نہیں لوگ اپنا کتا 🐕 باندھ کر کیوں نہیں رکھتے۔😢😤😠
Non-Sarcastic	آپ کے خیال میں کونسی چیز زیادہ تکلیف دیتی ہے؟ محبت  انجکشن  دروازے میں آئی انگلی
Non-Sarcastic	ان شاءاللہ آنے والے دنوں میں⁦⁩
Non-Sarcastic	اللّٰہ جلا جلالہ
Non-Sarcastic	᷂الحمدالله ᷂حتى ᷂يبلغ ᷂الحمد ᷂منتهآھہّ  قروبالفخـآمہللرتــويت
Sarcastic	آلو200روپےدرجن😅 انڈے200کلو☺ کدو 200 روپے فٹ چینی 100 روپےمربع فٹ😄 سونا1لاکھ روپےکلومیڑ😉 سائنسدان کا نام بتائیں؟ 😂 چوروں_ک…
Sarcastic	بیلو رانی نے کوئٹہ جلسے میں جانے سے معزرت کر لی فضل الرحمن کی زاول ایک بار پھر شروع 😜😂😂
Sarcastic	آج سمجھ آگئی ہوگی کہ ماڈل ٹاؤن جیسے واقعات کیسے کروائے جاتے ہیں 👈اور ہیلی کاپٹر سے ننگی تصاویر بھی کون پھنکواتا ھے
Sarcastic	کمال ھے ویسے ایسے تو شاید ھیرا منڈی میں بھی ناں ھوتا ھو جو اس کا باپ کر گیا اپنی بہن ساتھ ۔کیا خیال ھے میم😄😄
Non-Sarcastic	بنا تیرے نہ اک پل ھو نہ بن تیرے کبھی کل ھو
Non-Sarcastic	بادلوں میں چھپے چاند سے جھلکتی ہوئ تیری یاد کی چاندی ڈبوئے جا رہی پَل پَل مجھے تیرے مہکتے شبدوں کے حسن کی پالکی۔۔۔  اردوزبان
Non-Sarcastic	زهرا میں نے پڑھی ہیں ہزاروں عاشقوں کی کہانیاں کسی میں نہیں لکھا کہ ’ ’ فیر سـاڈا ویاہ ھـو گیا ‘ ‘
Non-Sarcastic	پولیس اب وعدہ کرے کہ جو ان کے ساتھ ہوا ہے اس طرح کے کسی ناپسندیدہ عمل کا حصہ نہیں بنے گی کسی کو رات کے اندھیرے میں گھر میں گھس کر نہیں اٹھائے گی  وعدہ یاد رکھیں ورنہ عوام ان کا مذاق بنائیں گے پکا وعدہ کریں پلیز عوام نے آپ کے ساتھ مکمل یکجہتی دکھائی ہے
Sarcastic	ساری بُرائی مجھ میں سہی！🤝 آپ بتائیں جنت کی چابی محفوظ ہے نہ۔۔۔۔؟ 😎
Sarcastic	بلاول تیرا ستیا ناس کئی سال بعد دونوں اکھٹے ہوئے تو نے چھاپہ پڑوا دیا 😁
Sarcastic	مہنگائی بہانہ ہے این آر او اصل نشانہ ہے یہ بات پاکستان کا بچہ بچہ جانتا ہے جو کبھی نہیں ملے گا 😂
Sarcastic	کاکا جب تم نے عدت پوری نہیں ہونے دی🤭 تو عوام کیسے مدت پوری ہونے دے گی😂🙊🙈
Non-Sarcastic	ٹھیک ہے
Non-Sarcastic	آپ اتنی مریم صفدر
Non-Sarcastic	ابے منحوس وہ کیسے ‍ پٹواریوںکیمادرملت
Non-Sarcastic	مجھے شاعری ہی نہیں آتی،ویسے ہی کر لیں
Sarcastic	ہاہاہاہا بس کر دو کہیں وی پی این بھی بند نا ہو جائے🙊
Sarcastic	کوئی بندی حاضر نہیں میرے پاس ٹھرک کے لیے 😂😂😂
Sarcastic	اگر آپ اپنی بہن کیلئے شیر ہیں تو کسی کی بہن کیلئے کتے مت بنیں 🙂🔥
Sarcastic	اور جنرل باجوہ ابا جی کا درجہ رکھتے ہیں..😀😁
Non-Sarcastic	گ  لگی پھٹنے تو خیرات لگی بٹنے
Non-Sarcastic	تم زندہ ہو
Non-Sarcastic	اے بہن جی نئیں   اے پا غفورا جے
Non-Sarcastic	گھٹیا پن
Sarcastic	جلسوں میں مکمل ناکامی کے بعد نانی420 ٹویٹر پہ قسمت آزمائی کرتے ہوئے 😂😂😂
Sarcastic	اتنی تکلیف مرغی کو انڈہ دیتے ھوئے نہیں ھوتی جتنی آج کل پاکستانیوں کو انڈہ لیتے ھوئے ھوتی ھے ۔۔ توفیقات 😂😂😂😂
Sarcastic	بھائی صاحب اسکا مطلب ہے کہ آپ بھی پٹواریوں سے کم نہیں ہو جو بس وہی دیکھتے بولتے ہو جو رٹا دی جاتا ہے ۔ 🤷‍♂️
Sarcastic	شیخ رشید سے چار سوال 1۔حریم شاھ والی وڈیو اصلی ہے یا جعلی؟ 2۔جس کو معمولی کپتان کہا تھا، اس کا چپڑاسی بننا کیسا لگتا ہے؟ 3۔ وگ کتنے دنوں بعد اور کہاں سے دھلواتے ہیں؟ 4.جب پاکستان نے ایٹمی دھماکے کیے تو تم کہاں تھے؟ 😄😅😂
Non-Sarcastic	اوجڑی کی قیمت دو سو روپے مرلہ ۔۔
Non-Sarcastic	شکریہ سر پاکستان کی خاطر سٹینڈ لینے کاآئین اور قانون کی حفاظت کرنے پر جو دشواریاں آپ نے برداشت کی اسکے لئے شکریہ سرسلیوٹ یو سر
Non-Sarcastic	سندھ پولیس آپ نے قوم کو بتایا کہ جابر اور قبضہ مافیا کیخلاف کس طرح کھڑا ہونا ہے  WeStandWithSindhPolice
Non-Sarcastic	واحدافنين  فلافهــ انطلااااااق طييييط طييييط طييييط صاروخ الضحك يتجهز استعداد انطلااااااق نيحححححححححـ قويه قويه قويه حححححححا هههههههههههههههااااررووووووووووْ خلاص يكفي لحظه يستاهل اكثر  فزاعۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿۿع
Sarcastic	وہ پوچھنا تھا کہ ووٹ کو اور عزت دینی ہے یا اتنی ہی کافی ہے؟؟؟ 😊😉 CaptainSafdar
Sarcastic	اففففف کیا ہوا ہے کوئی خاص بات ہو تو بتا دیجیئے پلیز 😢😢
Sarcastic	اب مجھے میرے جیسے ہی پسند ہیں، سیاہ بخت، سیاہ نصیب، بدصورت، اور منحوس۔ 🌚😂
Sarcastic	آخری مصرعے میں شاعر اس بات پر مہر لگا رہا ہے کہ میں پارٹی بدلنے کا ماہر ہوں 😂
Non-Sarcastic	تسی بھائی ہو
Non-Sarcastic	آپ کے خیال میں کونسی چیز زیادہ تکلیف دیتی ہے؟ محبت  انجکشن  دروازے میں آئی انگلی
Non-Sarcastic	آمد ہجر ناگہان سے قبل لوگ مرتے تھے میری آنکھوں پر  اردوزبان
Non-Sarcastic	شکریہ  آپکی محبتوں کو کاسلام
Sarcastic	ہر بار DP تبدیل ہوا کرتی تھی جب کسی کو گرفتار کیا جاتا تو مگر اس بار ملنگی گرفتار ہوا کوئی DP تبدیل نہی ہوئی یہ تبدیلی نہی تو اور کیا ہے😊
Sarcastic	اور اسی دباو کے تحت بلاول زرداری نے کوئٹہ جلسے کا پروگرام کینسل کردیا۔ لگتا وہ بھی ڈپریشن کا شکار ہے۔۔😁😁
Sarcastic	سنا تھا1 اکیلا ہوتا ہے اور ساتھ1 ہو تو 11 گیارہ بن جاتا ہے ۔ مگر تاریخ میں پہلی دفعہ11 کو1 نے برباد کردیا😋 واہ خان صاحب😎
Sarcastic	موجودہ حکومت کا چھپ چھپ کر نواز شریف کی تقریر سننے کا بہترین نظارہ 🤣🤣😂😂
Non-Sarcastic	سر انکو کالے ڈالے سے ڈر لگتا ہے بیچارے
Non-Sarcastic	تھکا دیا تمہارے فراق نے مجھ کو کہیں میں خود کو گرا لوں اگر اجازت ہو
Non-Sarcastic	صحبت صالح تو را صالح کند صحبت طالح تو را طالح کند نیک لوگوں کی صحبت نیک بنادیتی ہے برے لوگوں کی صحبت برابنادیتی ہے
Non-Sarcastic	کھیل تاش کا ہو یا زندگی کا۔۔۔ اپنا ایکا  تبھی دیکھنا جب سامنے والا بادشاہ ہوں
Sarcastic	سنا تھا 1 اکیلا ہوتا ہے اور ساتھ 1 ہو تو 11 گیارہ بن جاتا ہے ۔ مگر تاریخ میں پہلی دفعہ 11 کو 1 نے برباد کردیا۔ واہ خان💪💪💪💪
Sarcastic	ابھی کھیرے🥒 ٹنڈے اور بینگن 🍆 لانے ہیں باقی مال کل🌶️🥕
Sarcastic	میرے دیس کا بسکٹ گالا😋 سنا ہے کھل گیا ٹک ٹاک کا تالا 🤔🤔 😂
Sarcastic	اب مجھے میرے جیسے ہی پسند ہیں، سیاہ بخت، سیاہ نصیب، بدصورت، اور منحوس۔ 🌚😂 Copied ...
Non-Sarcastic	لوجب، شائن، زہیر، عدیل بھائی، ولید بھائی، جہانزیب بھائی، زہیر، قادر بھائی سب کے سب
Non-Sarcastic	گاؤں میں پیپل کے نیچے اور شہر میں میکاپ کے پیچھے چڑیلیں ہوتی ہیں چڑیلیں
Non-Sarcastic	اچھا اچھا  کتنی معصوم ہے ملکانی نہی تو کون مانتا
Non-Sarcastic	مگر ٹویٹر تو ایک پھیملی ہے
Sarcastic	ایک کروڑ ستر لاکھ ووٹوں سے عزت مآب جناب عمران خان نیازی اس ملک کے وزیراعظم بنے ہیں 😊 عمران خان زندہ باد پاک فوج زندہ باد پاکستان پائندہ باد پی ڈی ایم تباہ دے
Sarcastic	آلو200روپےدرجن😅 انڈے200کلو☺ آٹا600روپےلیٹر😁 چینی 100 روپےمربع فٹ😄 سونا1لاکھ روپےکلومیڑ😉 سائنسدان کا نام بتائیں؟ 😂
Sarcastic	انتہائی شرم کا مقام ہے لیکن شرم ان کو مگر آتی نہیں😡
Sarcastic	اس وقت کون سوتا ھے🥴🥴🥴 خیر سانو کی فالو کر و بسسس 😂 😂
Non-Sarcastic	یہ لیجیے ہمارا دل
Non-Sarcastic	ہاں یاد مجھے تم کر لینا آواز مجھے تم دے لینا اس راہ محبت میں کوئی درپیش جو مشکل آ جائے۔۔۔  اردوزبان
Non-Sarcastic	ویسے ابھی کوئی پتا نہیں سندھ پولیس کا اکاؤنٹ بھی اغواء ھو گیا ھو
Non-Sarcastic	جئے سندھ ،سندھ وارا جیئیں WeStandWithSindhPolice
Sarcastic	جیسے اپکی حکومت زرداری کو نہ گھسیٹ سکی شاید ایسے ہی ۔۔۔😕
Sarcastic	ن لیگ اور پیپلز بالٹی نے غریب عوام کے لیے اپنی شوگر ملز سے چینی 50 روپے کلو دینے کا اعلان کردیا پی ڈی ایم زندہ باد😜😜😜
Sarcastic	لعنت مراد شاہ تجھ پہ۔ بیغیرت انسان مزار قائد پہ نعرے لگائے صفدر نے اور قصور وار pti 😁😁
Sarcastic	کوئی_مرادعلی_شاہ_سےپوچھے بھٹو کو ابھی تک زندہ کیوں رکھا ہے غریبوں کے اکاؤنٹ میں پیسے رکھنے کے لیے 😜😜
Non-Sarcastic	نیا زیدی دیکھیں گے آپ لوگ سن لے اپوزیشن
Non-Sarcastic	وعلیکم السلام۔ سب خیریت کافی دن بعد؟ وہ بھی لتاں نال
Non-Sarcastic	کوشش آخری سانـس تک کرنی چاہیے منزل ملے یا تجربـہ چیزیں دونوں نایاب ہیں
Non-Sarcastic	ہاتھ لگانے کی اوقات نہیں تھی کسی کی تیری محبت نے کھینچ کھینچ کے تمانچے مارے ضیا ساگر  اردوزبان
Sarcastic	اپنے سر سے وار کر پھینک دیتا ہوں انھیں💯 جن کو گمان ہو کہ ان کے بغیر جی نہیں سکتا😏 بیا_شاعری
Sarcastic	دنیا کو تو اب سوشل ڈسٹینسنگ کا پتا چلا ہے ہمارے پاکستان میں تو ہر ٹرک کے پیچھے لکھا ہوتا ہے ... فاصلہ رکھیں 😁😁😁
Sarcastic	عوامی عدالت کے فیصلہ کی اگر کوٸی حیثیت ہوتی تو ہم ٹِک ٹاک نہیں کھُلوالیتے 😝
Sarcastic	خان صاحب لگتا ھے انگریزی بھول گئے ھیں۔ AIG صاحب اپنے ساتھ محکمہ زراعت میں ھونے والی بد سلوکی کی بات کر رہے ہیں 😂
Non-Sarcastic	آپنفرتسےدیکھلیتےہیں °•°  °•° آپکییہبھیمہربانی °•°
Non-Sarcastic	میرا بس چلے تو میں کسی کو تمہارا نام بھی نہ لینے دوں
Non-Sarcastic	ڈبل آواز ھو گی پوں اور پاں پوں پاں پوں پاں پوں پاں
Non-Sarcastic	وعلیکم السلام ورحمتہ اللہ وبركاتہ
Sarcastic	جب بلاول ہاؤس کی دعوت تھی تو ٹھکرانے پر سرپرایٔز تو ملنا تھا نا،،،😂😂😂🤣🤣🤣😝😝😝
Sarcastic	وہ ناصر حسین شاہ صاحب جب وزارت تبدیل ہوئی تو ساتھ لی گئے تھے۔ 😂😂😂
